Hanzi	Keyword	Traditional	Strokes	Number	Lesson	Pinyin	Notes	Frequency	No Frequent	Pinyin2	Meaning						
拨	allocate	撥		2697	43	Bō			1807	bo1	to push aside/to appropriate (money)/to move/to set aside/group/batch/to poke/to stir						
泼	splash	潑		2698	43	Pō			2327	po1	splash/to spill						
拔	pull out	拔		2699	43	Bá			1502	ba2	pull up/pull out/select/promote						
形	Shape		7	1306	44	xíng	You're using a light source and your two hands to make shapes on the wall. Look - the fingers of one of your hands can become the tail of a rooster!	0,083744514	269	xing2	to appear/to look/form/shape						
影	Shadow		15	1307	44	yǐng	The shadow of the kingpin rooster's tail is cast all over the scenery of the capital building, blocking out the sun.	0,056258263	390	ying3	picture/image/reflection/shadow						
彩	Hue		11	1308	44	cǎi	To paraphrase Henry Ford: you can pick any hue for a roosters tail, as long as it's red.	0,011876756	1177	cai3	(bright) color/variety/applause/applaud/(lottery) prize, colored/variegated						
须	Have to		9	1309	44	xū	You have to see this! Someone has a rooster tail growing out of the front of their head, and is clucking like a chicken, scratching around on the ground for worms!	0,04904446	444	xu1	beard/necessary/must, beard/mustache						
参	Participate		8	1310	44	{cān,sān,shēn,dēn,cēn,sǎn}	St. Bernards dog disqualified from participation in the olympics because his excessive elbowing of the other side during ice hockey caused the captain of the rooster team to have his tail cut off.	0,041685439	507	can1/shen1	take part in/participate/join/attend/to join/unequal/varied/irregular/to counsel/uneven/not uniform, ginseng						
惨	Wretched		11	1311	44	cǎn	This is your state of mind after a big brawl, while you're cooling off in the cells as a wretched participant in the jails of Her Majesty's Police Force.	0,006880477	1530	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic						
修	Repair		10	1312	44	xiū	This is a miraculous advance in medical science that is able to repair the shattered walking legs that force people to use a walking stick. The secret ingredient is to reinforce the bones with calcium extracted from a rooster tail - imagine the poor rooster squawking as his calcium is pumped into a codger with frail legs and a walking stick.	0,025750887	740	xiu1	to decorate/to embellish/to repair/to build/to study/to write/to cultivate						
珍	Rare		9	1313	44	zhēn	The attendee at a museum soiree makes off with a rare jewel that is on display by hiding it in his cocktail as he walks past the guards.	0,00937655	1314	zhen1	precious thing/treasure						
产	Products		6	1314	44	chǎn	Bungee jumper dressed as a pickle to advertise organic farm products, standing on the edge of a cliff	0,137032813	159	chan3	to reproduce/to produce/give birth/products/produce/resources/estate/property						
彦	Erudite		9	1315	44	yàn	"Your fellow bungee-jumper in the product advertising stunt is a very erudite fellow who is wearing a rooster suit and is advertising organic chicken in an eloquent manner: ""Dear sirs, I beg leave of you that you might gaze briefly on my fine poulty products - I testify without fear of contradiction that no more beautiful chickens have graced the Earth since the time of Julius Caesar"""	0,001776191	2559	yan4	accomplished/elegant						
颜	Countenance		15	1316	44	yán	The divine countenance is certainly the most erudite head in the whole of creation!	0,006633971	1545	yan2	(surname)/color/countenance						
文	Literature		4	1317	44	{wén,wèn}	A Highlander wearing a tam o'shanter and kilt.	0,141713853	148	wen2	language/culture/writing/formal/literary						
蚊	Mosquito		10	1318	44	wén	Mosquitos are principally found in Scotland, where the insects bother the highlanders to their hearts content.	0,001067161	2940	wen2	mosquito						
这	This		8	1319	44	{zhè,zhèi}	"This bus is going nowhere fast along the road, because a Highlander is demanding a fee for the use of ""his"" road."	0,802072234	11	zhe4/zhei4	this/these, this/these/(sometimes used before a measure word, especially in Beijing)						
齐	Identical		6	1320	44	{qí,jī,jì,jiǎn,zhāi,zī}	Despite being identical twins, these two grow up quite differently: one becomes a Highlander like his daddy, but the other is left on crutches for the rest of his life due to an early accident with a sporran and becomes an accountant instead.	0,014201255	1063	qi2	(surname)/even/to make even						
济	Relieve		9	1321	44	{jì,jǐ}	You come to relieve the guards at the port. It's a really boring job to stare out at the identical water all day long, so the guards have to be relieved often.	0,061580633	360	ji4	aid/ferry/frugal						
率	Rate		11	1322	44	{lǜ,shuài,lǜe}	For his next trick.. the magician pulls out of his top hat a sparker (made from an oil-soaked insect cocoon!) which sparkles at the rate of ten sparks per second. Amazing! What's even more amazing is that every spark is actually an igniting insect egg from the cocoon.	0,033308352	625	lu:4/shuai4/lv4	rate/frequency, to lead/command						
摔	Tumble		14	1323	44	shuāi	You tumble down the hill at an ever-increasing rate, your fingers desperately reaching out for something - anything - that will stop your descent.	0,002602013	2270	shuai1	throw on ground/to fall						
央	Center		5	1324	44	yāng	"You've got the St Bernard's dog dead center in your sights, and you're ready to pull the trigger in revenge for his earlier stint as a highwayman (in ""reach"")."	0,022765419	800	yang1	beg/center						
英	England		11	1325	44	{yīng,yāng}	England is the world's centre for flowers (notably the English rose) and big fat dogs.	0,060046815	371	ying1	(surname)/English/brave						
唤	Call out		10	1326	44	huàn	The Victorian lady is hopelessly trapped: with her corset she can't climb out of the hole she has dug for herself, so she opens her mouth and calls out for a swarthy man to help her.	0,004473809	1835	huan4	to call						
换	Exchange		10	1327	44	huàn	This is Eliza from the Baroque Cycle (ok, she is not quite Victorian, but she wears a corset) making a killing on the stock exchange by raising her fingers to make purchases as just the right moments.	0,021855877	824	huan4	change/exchange						
巴	Crust		4	1328	44	bā		0,038715992	546	ba1	(suff. for certain nouns)/to hope/to wish/Palestinian, Palestine (abbrev.)/Pakistan (abbrev.)/Pascal (unit of pressure)						
把	Grasp		7	1329	44	{bǎ,bà}	This pie crust is still hot and greasy - every time you try and grasp in it your fingers it slips out of your grasp	0,176084199	110	ba3/ba4	(a measure word)/(marker for direct-object)/to hold/to contain/to grasp/to take hold of, handle						
爸	Papa		8	1330	44	bà	Your papa may be a crusty old man, but he's still your father!	0,014741813	1050	ba4	father/dad/pa/papa						
吧	Bar		7	1331	44	{ba,bā}	At a bar, as well as drinks to moisten your mouth, you can probably get a crust to eat and fill your stomach too	0,045237304	470	ba1/ba	(onomat.)/dumb, (modal particle indicating polite suggestion)/...right?/...OK?						
色	Color		6	1332	44	{sè,shǎi}	Mosaics are made up of many small coloured tiles which when bound up make one big riotous colour picture.	0,073502867	304	se4/shai3	color/look/appearance, color/dice						
绝	Discontinue		9	1333	44	jué	"I'm afraid we've had to discontinue that line of threads - the colours just aren't ""in"" this season, you know?"	0,037246772	562	jue2	cut short/extinct/to disappear/to vanish/absolutely/by no means						
艳	Gorgeous		10	1334	44	yàn	Gorgeous women get to engage in plentiful colourful sex acts	0,003189598	2104	yan4	glamorous						
杉	fir tree	杉		2700	44	Chān			2718	sha1/shan1	fir, (pine)						
彬	well-mannered	彬		2701	44	Bīn			2736	bin1	ornamental/refined						
衫	shirt	衫		2702	44	Shān			2153	shan1	Chinese gown (unlined)						
彰	manifest	彰		2703	44	Zhāng			2953	zhang1	manifest						
膨	puffy	膨		2704	44	Péng			2415	peng2	swollen						
渗	seep	滲		2705	44	Shèn			2520	shen4	to seep/to ooze/to horrify						
诊	diagnose	診		2706	44	Zhěn			1401	zhen3	examine or treat medically						
趁	take advantage of	趁		2707	44	Chèn			2109	chen4	avail oneself of/take advantage of						
寥	deserted	寥		2708	44	Liáo			3116	liao2	empty/lonesome/very few						
谬	wrong	謬		2709	44	Miù			2390	miu4	absurd/erroneous						
铲	small shovel	鏟		2710	44	Chǎn			3057	chan3	level off/root up, spade/shovel						
萨	Samoa	薩		2711	44	Sà			1046	sa4	(surname)/Bodhisattva						
刘	Liu	劉		2712	44	Liú			751	liu2	(surname)/to kill						
坟	tomb	墳		2713	44	Fén			2370	fen2	a grave						
纹	design	紋		2714	44	Wén			1768	wen2	line/trace/mark						
斋	abstain from food	齋		2715	44	Zhāi			2404	zhai1	a fast/studio						
斑	speck	斑		2716	44	Bān			2053	ban1	variegated						
剂	pharmaceutical	劑		2717	44	Jì			1546	ji4	dose						
挤	squeeze	擠		2718	44	Jǐ			1661	ji3	crowded/to squeeze						
脊	backbone	脊		2719	44	Jǐ			2228	ji3	spine/back/ridge						
函	letter	函		2720	44	Hán			1950	han2	envelope/case/letter						
涵	culvert	涵		2721	44	Hán			2330	han2	contain						
映	reflect	映		2722	44	Yìng			1316	ying4	reflect/shine						
殃	calamity	殃		2723	44	Yāng			3562	yang1	calamity						
秧	youngling	秧		2724	44	yāng			3522	yang1	shoots/sprouts						
焕	glowing	煥		2725	44	Huàn			2773	huan4	brilliant/lustrous						
肥	plump	肥		2726	44	Féi			1620	fei2	loose-fitting/fat/fertile						
爬	crawl	爬		2727	44	Pá			1426	pa2	crawl/climb						
疤	scar	疤		2728	44	Bā			3055	ba1	scar						
甘	Sweet		5	1335	45	gān	A small wicker basket containing twenty sweet pocky sticks (which are lying horizontally inside the basket)	0,008089754	1408	gan1	(surname)/sweet						
某	Such and such		9	1336	45	mǒu	A so-and-so is a sort generic person is described here as having body sort of like a tree trunk and head sort of like a wicker basket.	0,041075116	517	mou3	(used before measure word and noun) some/(a) certain/so and so						
其	His-hers-its-theirs		8	1337	45	{qí,jī}	A big hamper filled with clothes for his, her, them and it (the cat, whose animal legs are shown at the bottom)	0,208278879	85	qi2	his/her/its/theirs/that/such/it (refers to sth preceding it)						
期	Period of time		12	1338	45	{qī,qí,jī}	The longest period you can go without having to wash the contents of your laundry hamper is one month. Then, the clothes within start to becomes too rank and develop their own civilization...	0,087753217	253	qi1	a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope						
基	Base		11	1339	45	jī	This is a giant stack of laundry baskets waiting to be washed - the base of the pile is the soil near the washing machines.	0,07930688	280	ji1	base/foundation/basic/radical (chem.)						
甚	Tremendously		9	1340	45	{shén,shí,shèn}	This is a tremendously large laundry basket which has been left alone too long and hence developed its own ecosystem of discarded clothing. If you dip a fishhook down into the basket you might just snare some interesting cloth creature...	0,0333006	626	shen4	very/extremely/more (than)						
斯	Sphinx		12	1341	45	sī	If you visit the Sphinx, you'll find locals with hampers full of minature reproductions of the famous monument which have been painstakingly cut from rock by the tomahawks of native americans who don't have a monument of their own to imitate.	0,124493539	168	si1	(phonetic)/this						
贵	Expensive		9	1342	45	guì	If you want to buy an expensive thing, you might not be able to fit all the shells you need to make the purchase into your purse...	0,019983048	873	gui4	expensive/noble/your (name)/precious						
遗	Bequeath		13	1343	45	{yí,wèi}	Bequeathing your possessions to your children can be an expensive road to go down, due to inheritance tax. Much better to spend it all before you die!	0,01944094	892	yi2	to lose/to leave behind						
舞	Dance		14	1344	45	wǔ	Patrick Moore reclines in his oaken tub in the evening at the end of a long day, and watches a dance performed for him by a member of his harem (yes, he has a harem!)	0,012588886	1144	wu3	to dance/to wield/to brandish						
甜	sugary	甜		2729	45	Tián			2020	tian2	sweet						
嵌	set	嵌		2730	45	qiàn			2831	qian4	deep valley/inlay						
钳	pliers	鉗		2731	45	Qián			3344	qian2	pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag						
媒	matchmaker	媒		2732	45	Méi			1506	mei2	medium/intermediary/matchmaker/go-between						
煤	coal	煤		2733	45	Méi			1740	mei2	coal						
谋	scheme	謀		2734	45	Móu			989	mou2	to plan/seek/scheme						
棋	chess	棋		2735	45	Qí			2089	qi2	chess						
欺	dupe	欺		2736	45	Qī			1699	qi1	take unfair advantage of/to deceive/to cheat						
旗	flag	旗		2737	45	Qí			1407	qi2	banner/flag						
嘶	hoarse	嘶		2738	45	Sī			2776	si1	hiss/neigh						
撕	rip	撕		2739	45	Sī			2334	si1	to tear						
堪	tolerate	堪		2740	45	Kān			1811	kan1	endure						
勘	survey	勘		2741	45	Kān			2585	kan1	to investigate/to survey/to collate						
遣	dispatch	遣		2742	45	Qiǎn			1780	qian3	dispatch						
谴	censure	譴		2743	45	Qiǎn			2527	qian3	punishment/scold						
囊	sack	囊		2744	45	Náng			2041	nang2	sack						
溃	burst	潰		2745	45	Kuì			1916	kui4	be dispersed/break down						
且	Moreover		5	1345	46	{qiě,jū}	"A stack of shelves on the ground holds a huge collection of medals and trophies. The owner is painstakingly showing you each one in turn, and when he's finally done with those he points above the shelves, saying ""and there are more, over the others"""	0,07472558	296	qie3	further/moreover						
